euSolID	SP Ontology	Variaty name	Accession number in other genebank	Original source of the accession	colSiteCountry
EA00889	SP:0000038	Lampadina	SG 13	Italy, Campania regi	GT
EA00889	SP:0000124	Lampadina	SG 13	Italy, Campania regi	GT
EA00890	SP:0000173	Galatino	SG 14	Italy, Campania regi	GT
EA00890	SP:0000127	Galatino	SG 14	Italy, Campania regi	GT
EA00890	SP:0000128	Galatino	SG 14	Italy, Campania regi	GT
EA00890	SP:0000012	Galatino	SG 14	Italy, Campania regi	GT
EA00890	SP:0000038	Galatino	SG 14	Italy, Campania regi	GT
EA00890	SP:0000124	Galatino	SG 14	Italy, Campania regi	GT
EA00891	SP:0000173	A forma d'oliva per l'industria	SG 15	Italy, Campania regi	GT
EA00891	SP:0000127	A forma d'oliva per l'industria	SG 15	Italy, Campania regi	GT
EA00891	SP:0000128	A forma d'oliva per l'industria	SG 15	Italy, Campania regi	GT
EA00891	SP:0000012	A forma d'oliva per l'industria	SG 15	Italy, Campania regi	GT
EA00891	SP:0000038	A forma d'oliva per l'industria	SG 15	Italy, Campania regi	GT
EA00894	SP:0000173	Sorrento	SG 18	Italy, Campania regi	GT
EA00894	SP:0000127	Sorrento	SG 18	Italy, Campania regi	GT
EA00894	SP:0000128	Sorrento	SG 18	Italy, Campania regi	GT
EA00894	SP:0000071	Sorrento	SG 18	Italy, Campania regi	GT
EA00894	SP:0000012	Sorrento	SG 18	Italy, Campania regi	GT
EA00894	SP:0000038	Sorrento	SG 18	Italy, Campania regi	GT
EA00894	SP:0000124	Sorrento	SG 18	Italy, Campania regi	GT
EA00895	SP:0000173	Pomodorino Vesuvio	SG 19	Italy, Campania regi	GT
EA00895	SP:0000127	Pomodorino Vesuvio	SG 19	Italy, Campania regi	GT
EA00895	SP:0000128	Pomodorino Vesuvio	SG 19	Italy, Campania regi	GT
EA00895	SP:0000071	Pomodorino Vesuvio	SG 19	Italy, Campania regi	GT
EA00895	SP:0000012	Pomodorino Vesuvio	SG 19	Italy, Campania regi	GT
EA00895	SP:0000038	Pomodorino Vesuvio	SG 19	Italy, Campania regi	GT
EA00895	SP:0000124	Pomodorino Vesuvio	SG 19	Italy, Campania regi	GT
EA00896	SP:0000173	BLACK		sandhillpreservation	unk
EA00896	SP:0000127	BLACK		sandhillpreservation	unk
EA00896	SP:0000128	BLACK		sandhillpreservation	unk
EA00896	SP:0000071	BLACK		sandhillpreservation	unk
EA00896	SP:0000012	BLACK		sandhillpreservation	unk
EA00896	SP:0000124	BLACK		sandhillpreservation	unk
EA00897	SP:0000173	BLACK BRANDYWINE		sandhillpreservation	unk
EA00897	SP:0000127	BLACK BRANDYWINE		sandhillpreservation	unk
EA00897	SP:0000071	BLACK BRANDYWINE		sandhillpreservation	unk
EA00897	SP:0000012	BLACK BRANDYWINE		sandhillpreservation	unk
EA00897	SP:0000124	BLACK BRANDYWINE		sandhillpreservation	unk
EA00920	SP:0000173	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000127	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000128	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000004	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000071	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000180	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000012	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000010	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000038	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00920	SP:0000124	ESTHER HESS YELLOW CHERRY		sandhillpreservation	unk
EA00921	SP:0000173	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000127	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000128	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000004	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000071	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000180	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000012	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000010	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000038	FENCE ROW		sandhillpreservation	unk
EA00921	SP:0000124	FENCE ROW		sandhillpreservation	unk
EA00922	SP:0000173	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000127	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000128	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000004	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000071	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000180	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000012	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000010	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000038	GOLDEN EGG		sandhillpreservation	unk
EA00922	SP:0000124	GOLDEN EGG		sandhillpreservation	unk
EA00923	SP:0000173	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000127	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000128	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000004	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000071	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000180	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000012	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000010	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000038	GREEN GAGE		sandhillpreservation	unk
EA00923	SP:0000124	GREEN GAGE		sandhillpreservation	unk
EA00924	SP:0000173	GREEN GRAPE		sandhillpreservation	unk
EA00924	SP:0000127	GREEN GRAPE		sandhillpreservation	unk
EA00924	SP:0000128	GREEN GRAPE		sandhillpreservation	unk
EA00924	SP:0000004	GREEN GRAPE		sandhillpreservation	unk
EA00925	SP:0000173	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000127	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000128	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000004	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000071	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000180	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000012	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000010	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000038	HAWAIIAN		sandhillpreservation	unk
EA00925	SP:0000124	HAWAIIAN		sandhillpreservation	unk
EA00926	SP:0000173	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000127	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000128	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000004	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000071	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000180	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000012	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000010	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000038	IDA GOLD		sandhillpreservation	unk
EA00926	SP:0000124	IDA GOLD		sandhillpreservation	unk
EA00927	SP:0000173	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000127	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000128	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000004	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000071	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000180	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000012	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000010	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000038	IM 83-1 TALL		sandhillpreservation	unk
EA00927	SP:0000124	IM 83-1 TALL		sandhillpreservation	unk
EA00929	SP:0000173	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000127	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000128	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000004	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000071	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000180	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000012	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000010	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000038	JUNGLE SALAD		sandhillpreservation	unk
EA00929	SP:0000124	JUNGLE SALAD		sandhillpreservation	unk
EA00931	SP:0000173	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000127	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000128	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000004	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000071	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000180	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000012	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000010	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000038	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00931	SP:0000124	MEXIAN COCKTAIL		sandhillpreservation	unk
EA00932	SP:0000173	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000127	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000128	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000004	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000071	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000180	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000012	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000010	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000038	MINI ORANGE		sandhillpreservation	unk
EA00932	SP:0000124	MINI ORANGE		sandhillpreservation	unk
EA00933	SP:0000173	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000127	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000128	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000004	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000071	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000180	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000012	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000010	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000038	MIRABELL		sandhillpreservation	unk
EA00933	SP:0000124	MIRABELL		sandhillpreservation	unk
EA00934	SP:0000173	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000127	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000128	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000004	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000071	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000180	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000012	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000010	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000038	PACKHOUSE		sandhillpreservation	unk
EA00934	SP:0000124	PACKHOUSE		sandhillpreservation	unk
EA00935	SP:0000173	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000127	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000128	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000004	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000071	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000180	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000012	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000010	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000038	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00935	SP:0000124	PEARLY PINK CHERRY		sandhillpreservation	unk
EA00936	SP:0000173	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000127	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000128	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000004	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000071	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000180	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000012	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000010	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000038	PETITBEC		sandhillpreservation	unk
EA00936	SP:0000124	PETITBEC		sandhillpreservation	unk
EA00937	SP:0000173	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000127	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000128	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000004	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000071	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000180	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000012	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000010	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000038	PINK ICE		sandhillpreservation	unk
EA00937	SP:0000124	PINK ICE		sandhillpreservation	unk
EA00938	SP:0000173	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000127	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000128	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000004	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000071	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000180	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000012	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000010	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000038	PINK PING PONG		sandhillpreservation	unk
EA00938	SP:0000124	PINK PING PONG		sandhillpreservation	unk
EA00939	SP:0000173	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000127	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000128	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000004	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000071	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000180	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000012	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000010	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000038	PINK PLUM		sandhillpreservation	unk
EA00939	SP:0000124	PINK PLUM		sandhillpreservation	unk
EA00940	SP:0000173	PORTER		sandhillpreservation	unk
EA00940	SP:0000127	PORTER		sandhillpreservation	unk
EA00940	SP:0000128	PORTER		sandhillpreservation	unk
EA00940	SP:0000071	PORTER		sandhillpreservation	unk
EA00940	SP:0000180	PORTER		sandhillpreservation	unk
EA00940	SP:0000012	PORTER		sandhillpreservation	unk
EA00940	SP:0000010	PORTER		sandhillpreservation	unk
EA00940	SP:0000038	PORTER		sandhillpreservation	unk
EA00940	SP:0000124	PORTER		sandhillpreservation	unk
EA00941	SP:0000173	PRINCIPE BORGHESE		sandhillpreservation	unk
EA00941	SP:0000127	PRINCIPE BORGHESE		sandhillpreservation	unk
EA00941	SP:0000128	PRINCIPE BORGHESE		sandhillpreservation	unk
EA00941	SP:0000012	PRINCIPE BORGHESE		sandhillpreservation	unk
EA00941	SP:0000038	PRINCIPE BORGHESE		sandhillpreservation	unk
EA00941	SP:0000124	PRINCIPE BORGHESE		sandhillpreservation	unk
EA00942	SP:0000173	RED CURRANT		sandhillpreservation	unk
EA00942	SP:0000127	RED CURRANT		sandhillpreservation	unk
EA00942	SP:0000128	RED CURRANT		sandhillpreservation	unk
EA00942	SP:0000071	RED CURRANT		sandhillpreservation	unk
EA00942	SP:0000012	RED CURRANT		sandhillpreservation	unk
EA00942	SP:0000038	RED CURRANT		sandhillpreservation	unk
EA00942	SP:0000124	RED CURRANT		sandhillpreservation	unk
EA00943	SP:0000173	RED PEAR		sandhillpreservation	unk
EA00943	SP:0000127	RED PEAR		sandhillpreservation	unk
EA00943	SP:0000128	RED PEAR		sandhillpreservation	unk
EA00943	SP:0000180	RED PEAR		sandhillpreservation	unk
EA00943	SP:0000012	RED PEAR		sandhillpreservation	unk
EA00943	SP:0000038	RED PEAR		sandhillpreservation	unk
EA00944	SP:0000173	RIESENTRAUBE		sandhillpreservation	unk
EA00944	SP:0000127	RIESENTRAUBE		sandhillpreservation	unk
EA00944	SP:0000071	RIESENTRAUBE		sandhillpreservation	unk
EA00945	SP:0000173	RP 23-2		sandhillpreservation	unk
EA00945	SP:0000127	RP 23-2		sandhillpreservation	unk
EA00945	SP:0000128	RP 23-2		sandhillpreservation	unk
EA00945	SP:0000012	RP 23-2		sandhillpreservation	unk
EA00945	SP:0000038	RP 23-2		sandhillpreservation	unk
EA00945	SP:0000124	RP 23-2		sandhillpreservation	unk
EA00946	SP:0000173	RUSSIAN CURRANT		sandhillpreservation	unk
EA00946	SP:0000127	RUSSIAN CURRANT		sandhillpreservation	unk
EA00946	SP:0000128	RUSSIAN CURRANT		sandhillpreservation	unk
EA00946	SP:0000071	RUSSIAN CURRANT		sandhillpreservation	unk
EA00946	SP:0000012	RUSSIAN CURRANT		sandhillpreservation	unk
EA00947	SP:0000173	SARA'S GALAPAGOS		sandhillpreservation	unk
EA00947	SP:0000127	SARA'S GALAPAGOS		sandhillpreservation	unk
EA00947	SP:0000128	SARA'S GALAPAGOS		sandhillpreservation	unk
EA00947	SP:0000012	SARA'S GALAPAGOS		sandhillpreservation	unk
EA00947	SP:0000038	SARA'S GALAPAGOS		sandhillpreservation	unk
EA00947	SP:0000124	SARA'S GALAPAGOS		sandhillpreservation	unk
EA00948	SP:0000173	SNOW WHITE CHERRY		sandhillpreservation	unk
EA00948	SP:0000127	SNOW WHITE CHERRY		sandhillpreservation	unk
EA00948	SP:0000128	SNOW WHITE CHERRY		sandhillpreservation	unk
EA00948	SP:0000012	SNOW WHITE CHERRY		sandhillpreservation	unk
EA00948	SP:0000038	SNOW WHITE CHERRY		sandhillpreservation	unk
EA00948	SP:0000124	SNOW WHITE CHERRY		sandhillpreservation	unk
EA00949	SP:0000173	TANGELLA		sandhillpreservation	unk
EA00949	SP:0000127	TANGELLA		sandhillpreservation	unk
EA00949	SP:0000128	TANGELLA		sandhillpreservation	unk
EA00949	SP:0000071	TANGELLA		sandhillpreservation	unk
EA00949	SP:0000012	TANGELLA		sandhillpreservation	unk
EA00949	SP:0000038	TANGELLA		sandhillpreservation	unk
EA00950	SP:0000173	TIGER TOM		sandhillpreservation	unk
EA00950	SP:0000127	TIGER TOM		sandhillpreservation	unk
EA00950	SP:0000012	TIGER TOM		sandhillpreservation	unk
EA00950	SP:0000124	TIGER TOM		sandhillpreservation	unk
EA00951	SP:0000173	TIGERLY		sandhillpreservation	unk
EA00951	SP:0000127	TIGERLY		sandhillpreservation	unk
EA00951	SP:0000012	TIGERLY		sandhillpreservation	unk
EA00951	SP:0000124	TIGERLY		sandhillpreservation	unk
EA00952	SP:0000173	TOM BOY		sandhillpreservation	unk
EA00952	SP:0000127	TOM BOY		sandhillpreservation	unk
EA00952	SP:0000128	TOM BOY		sandhillpreservation	unk
EA00952	SP:0000071	TOM BOY		sandhillpreservation	unk
EA00952	SP:0000180	TOM BOY		sandhillpreservation	unk
EA00952	SP:0000012	TOM BOY		sandhillpreservation	unk
EA00952	SP:0000124	TOM BOY		sandhillpreservation	unk
EA00953	SP:0000173	TOMMY TOE		sandhillpreservation	unk
EA00953	SP:0000127	TOMMY TOE		sandhillpreservation	unk
EA00953	SP:0000071	TOMMY TOE		sandhillpreservation	unk
EA00953	SP:0000012	TOMMY TOE		sandhillpreservation	unk
EA00953	SP:0000124	TOMMY TOE		sandhillpreservation	unk
EA00954	SP:0000173	TSAC		sandhillpreservation	unk
EA00954	SP:0000127	TSAC		sandhillpreservation	unk
EA00954	SP:0000128	TSAC		sandhillpreservation	unk
EA00954	SP:0000012	TSAC		sandhillpreservation	unk
EA00954	SP:0000038	TSAC		sandhillpreservation	unk
EA00954	SP:0000124	TSAC		sandhillpreservation	unk
EA00955	SP:0000173	UNAS YELLOW CHERRY		sandhillpreservation	unk
EA00955	SP:0000127	UNAS YELLOW CHERRY		sandhillpreservation	unk
EA00955	SP:0000012	UNAS YELLOW CHERRY		sandhillpreservation	unk
EA00955	SP:0000038	UNAS YELLOW CHERRY		sandhillpreservation	unk
EA00956	SP:0000173	WHEATLY'S FROST RESISTANT		sandhillpreservation	unk
EA00956	SP:0000127	WHEATLY'S FROST RESISTANT		sandhillpreservation	unk
EA00956	SP:0000128	WHEATLY'S FROST RESISTANT		sandhillpreservation	unk
EA00956	SP:0000071	WHEATLY'S FROST RESISTANT		sandhillpreservation	unk
EA00956	SP:0000180	WHEATLY'S FROST RESISTANT		sandhillpreservation	unk
EA00956	SP:0000012	WHEATLY'S FROST RESISTANT		sandhillpreservation	unk
EA00956	SP:0000038	WHEATLY'S FROST RESISTANT		sandhillpreservation	unk
EA00956	SP:0000124	WHEATLY'S FROST RESISTANT		sandhillpreservation	unk
EA00957	SP:0000173	WICKLINE CHERRY		sandhillpreservation	unk
EA00957	SP:0000127	WICKLINE CHERRY		sandhillpreservation	unk
EA00957	SP:0000128	WICKLINE CHERRY		sandhillpreservation	unk
EA00957	SP:0000071	WICKLINE CHERRY		sandhillpreservation	unk
EA00957	SP:0000012	WICKLINE CHERRY		sandhillpreservation	unk
EA00957	SP:0000038	WICKLINE CHERRY		sandhillpreservation	unk
EA00957	SP:0000124	WICKLINE CHERRY		sandhillpreservation	unk
EA00958	SP:0000173	YELLOW CHERRY		sandhillpreservation	unk
EA00958	SP:0000127	YELLOW CHERRY		sandhillpreservation	unk
EA00958	SP:0000128	YELLOW CHERRY		sandhillpreservation	unk
EA00958	SP:0000004	YELLOW CHERRY		sandhillpreservation	unk
EA00958	SP:0000071	YELLOW CHERRY		sandhillpreservation	unk
EA00958	SP:0000012	YELLOW CHERRY		sandhillpreservation	unk
EA00958	SP:0000124	YELLOW CHERRY		sandhillpreservation	unk
EA00959	SP:0000173	YELLOW CURRANT		sandhillpreservation	unk
EA00959	SP:0000127	YELLOW CURRANT		sandhillpreservation	unk
EA00959	SP:0000071	YELLOW CURRANT		sandhillpreservation	unk
EA00959	SP:0000012	YELLOW CURRANT		sandhillpreservation	unk
EA00959	SP:0000038	YELLOW CURRANT		sandhillpreservation	unk
EA00959	SP:0000124	YELLOW CURRANT		sandhillpreservation	unk
EA00960	SP:0000173	YELLOW MARBLE		sandhillpreservation	unk
EA00960	SP:0000127	YELLOW MARBLE		sandhillpreservation	unk
EA00960	SP:0000071	YELLOW MARBLE		sandhillpreservation	unk
EA00960	SP:0000012	YELLOW MARBLE		sandhillpreservation	unk
EA00960	SP:0000038	YELLOW MARBLE		sandhillpreservation	unk
EA00960	SP:0000124	YELLOW MARBLE		sandhillpreservation	unk
EA00961	SP:0000173	YELLOW PEAR		sandhillpreservation	unk
EA00961	SP:0000127	YELLOW PEAR		sandhillpreservation	unk
EA00961	SP:0000128	YELLOW PEAR		sandhillpreservation	unk
EA00961	SP:0000071	YELLOW PEAR		sandhillpreservation	unk
EA00961	SP:0000012	YELLOW PEAR		sandhillpreservation	unk
EA00961	SP:0000038	YELLOW PEAR		sandhillpreservation	unk
EA00961	SP:0000124	YELLOW PEAR		sandhillpreservation	unk
EA00962	SP:0000173	YELLOW PING PONG		sandhillpreservation	unk
EA00962	SP:0000127	YELLOW PING PONG		sandhillpreservation	unk
EA00962	SP:0000128	YELLOW PING PONG		sandhillpreservation	unk
EA00962	SP:0000012	YELLOW PING PONG		sandhillpreservation	unk
EA00962	SP:0000038	YELLOW PING PONG		sandhillpreservation	unk
EA00963	SP:0000173	YELLOW PYGMY		sandhillpreservation	unk
EA00963	SP:0000127	YELLOW PYGMY		sandhillpreservation	unk
EA00963	SP:0000128	YELLOW PYGMY		sandhillpreservation	unk
EA00963	SP:0000004	YELLOW PYGMY		sandhillpreservation	unk
EA00963	SP:0000071	YELLOW PYGMY		sandhillpreservation	unk
EA00963	SP:0000012	YELLOW PYGMY		sandhillpreservation	unk
EA00964	SP:0000173	AUNT RUBY'S GERMAN GREEN		sandhillpreservation	unk
EA00964	SP:0000127	AUNT RUBY'S GERMAN GREEN		sandhillpreservation	unk
EA00964	SP:0000128	AUNT RUBY'S GERMAN GREEN		sandhillpreservation	unk
EA00964	SP:0000071	AUNT RUBY'S GERMAN GREEN		sandhillpreservation	unk
EA00964	SP:0000012	AUNT RUBY'S GERMAN GREEN		sandhillpreservation	unk
EA00964	SP:0000124	AUNT RUBY'S GERMAN GREEN		sandhillpreservation	unk
EA00965	SP:0000173	BLACK FROM TULA		sandhillpreservation	unk
EA00965	SP:0000127	BLACK FROM TULA		sandhillpreservation	unk
EA00965	SP:0000128	BLACK FROM TULA		sandhillpreservation	unk
EA00965	SP:0000071	BLACK FROM TULA		sandhillpreservation	unk
EA00965	SP:0000180	BLACK FROM TULA		sandhillpreservation	unk
EA00965	SP:0000012	BLACK FROM TULA		sandhillpreservation	unk
EA00965	SP:0000010	BLACK FROM TULA		sandhillpreservation	unk
EA00965	SP:0000038	BLACK FROM TULA		sandhillpreservation	unk
EA00965	SP:0000124	BLACK FROM TULA		sandhillpreservation	unk
EA00967	SP:0000173	EVERGREEN		sandhillpreservation	unk
EA00967	SP:0000128	EVERGREEN		sandhillpreservation	unk
EA00967	SP:0000004	EVERGREEN		sandhillpreservation	unk
EA00967	SP:0000071	EVERGREEN		sandhillpreservation	unk
EA00967	SP:0000180	EVERGREEN		sandhillpreservation	unk
EA00967	SP:0000012	EVERGREEN		sandhillpreservation	unk
EA00967	SP:0000010	EVERGREEN		sandhillpreservation	unk
EA00967	SP:0000038	EVERGREEN		sandhillpreservation	unk
EA00967	SP:0000124	EVERGREEN		sandhillpreservation	unk
EA00968	SP:0000173	GRADEN LIME		sandhillpreservation	unk
EA00968	SP:0000128	GRADEN LIME		sandhillpreservation	unk
EA00968	SP:0000004	GRADEN LIME		sandhillpreservation	unk
EA00968	SP:0000071	GRADEN LIME		sandhillpreservation	unk
EA00968	SP:0000180	GRADEN LIME		sandhillpreservation	unk
EA00968	SP:0000012	GRADEN LIME		sandhillpreservation	unk
EA00968	SP:0000010	GRADEN LIME		sandhillpreservation	unk
EA00968	SP:0000038	GRADEN LIME		sandhillpreservation	unk
EA00968	SP:0000124	GRADEN LIME		sandhillpreservation	unk
EA00969	SP:0000128	GREEN PINEAPPLE		sandhillpreservation	unk
EA00969	SP:0000004	GREEN PINEAPPLE		sandhillpreservation	unk
EA00969	SP:0000071	GREEN PINEAPPLE		sandhillpreservation	unk
EA00969	SP:0000012	GREEN PINEAPPLE		sandhillpreservation	unk
EA00970	SP:0000128	GREEN ZEBRA		sandhillpreservation	unk
EA00970	SP:0000004	GREEN ZEBRA		sandhillpreservation	unk
EA00970	SP:0000071	GREEN ZEBRA		sandhillpreservation	unk
EA00970	SP:0000012	GREEN ZEBRA		sandhillpreservation	unk
EA00970	SP:0000010	GREEN ZEBRA		sandhillpreservation	unk
EA00970	SP:0000038	GREEN ZEBRA		sandhillpreservation	unk
EA00970	SP:0000124	GREEN ZEBRA		sandhillpreservation	unk
EA00972	SP:0000173	MOLDOVAN GREEN		sandhillpreservation	unk
EA00972	SP:0000127	MOLDOVAN GREEN		sandhillpreservation	unk
EA00972	SP:0000128	MOLDOVAN GREEN		sandhillpreservation	unk
EA00972	SP:0000004	MOLDOVAN GREEN		sandhillpreservation	unk
EA00972	SP:0000071	MOLDOVAN GREEN		sandhillpreservation	unk
EA00972	SP:0000180	MOLDOVAN GREEN		sandhillpreservation	unk
