euSolID	SP Ontology	Variaty name	Accession number in other genebank	Original source of the accession	colSiteCountry
EA00001	SP:0000173	ABE LINCOLN		 C. MALE	unk
EA00001	SP:0000127	ABE LINCOLN		 C. MALE	unk
EA00001	SP:0000128	ABE LINCOLN		 C. MALE	unk
EA00001	SP:0000004	ABE LINCOLN		 C. MALE	unk
EA00001	SP:0000071	ABE LINCOLN		 C. MALE	unk
EA00001	SP:0000180	ABE LINCOLN		 C. MALE	unk
EA00001	SP:0000012	ABE LINCOLN		 C. MALE	unk
EA00001	SP:0000038	ABE LINCOLN		 C. MALE	unk
EA00003	SP:0000173	ACME		 C. MALE	unk
EA00003	SP:0000127	ACME		 C. MALE	unk
EA00003	SP:0000128	ACME		 C. MALE	unk
EA00003	SP:0000004	ACME		 C. MALE	unk
EA00003	SP:0000071	ACME		 C. MALE	unk
EA00003	SP:0000012	ACME		 C. MALE	unk
EA00003	SP:0000038	ACME		 C. MALE	unk
EA00004	SP:0000173	AIRYLEAF		 C. MALE	unk
EA00004	SP:0000127	AIRYLEAF		 C. MALE	unk
EA00004	SP:0000128	AIRYLEAF		 C. MALE	unk
EA00004	SP:0000004	AIRYLEAF		 C. MALE	unk
EA00004	SP:0000071	AIRYLEAF		 C. MALE	unk
EA00004	SP:0000180	AIRYLEAF		 C. MALE	unk
EA00004	SP:0000012	AIRYLEAF		 C. MALE	unk
EA00004	SP:0000038	AIRYLEAF		 C. MALE	unk
EA00005	SP:0000173	ALICE ROOSEVELT		 C. MALE	unk
EA00005	SP:0000127	ALICE ROOSEVELT		 C. MALE	unk
EA00005	SP:0000128	ALICE ROOSEVELT		 C. MALE	unk
EA00005	SP:0000004	ALICE ROOSEVELT		 C. MALE	unk
EA00005	SP:0000071	ALICE ROOSEVELT		 C. MALE	unk
EA00005	SP:0000180	ALICE ROOSEVELT		 C. MALE	unk
EA00005	SP:0000012	ALICE ROOSEVELT		 C. MALE	unk
EA00005	SP:0000038	ALICE ROOSEVELT		 C. MALE	unk
EA00006	SP:0000173	ALPHA PINK		 C. MALE	unk
EA00006	SP:0000127	ALPHA PINK		 C. MALE	unk
EA00006	SP:0000128	ALPHA PINK		 C. MALE	unk
EA00006	SP:0000004	ALPHA PINK		 C. MALE	unk
EA00006	SP:0000071	ALPHA PINK		 C. MALE	unk
EA00006	SP:0000180	ALPHA PINK		 C. MALE	unk
EA00006	SP:0000012	ALPHA PINK		 C. MALE	unk
EA00006	SP:0000038	ALPHA PINK		 C. MALE	unk
EA00008	SP:0000173	AMISH OLD RED		 C. MALE	unk
EA00008	SP:0000127	AMISH OLD RED		 C. MALE	unk
EA00008	SP:0000128	AMISH OLD RED		 C. MALE	unk
EA00008	SP:0000004	AMISH OLD RED		 C. MALE	unk
EA00008	SP:0000071	AMISH OLD RED		 C. MALE	unk
EA00008	SP:0000180	AMISH OLD RED		 C. MALE	unk
EA00008	SP:0000012	AMISH OLD RED		 C. MALE	unk
EA00008	SP:0000038	AMISH OLD RED		 C. MALE	unk
EA00009	SP:0000173	AMISH POTATO LEAF		 C. MALE	unk
EA00009	SP:0000127	AMISH POTATO LEAF		 C. MALE	unk
EA00009	SP:0000128	AMISH POTATO LEAF		 C. MALE	unk
EA00009	SP:0000004	AMISH POTATO LEAF		 C. MALE	unk
EA00009	SP:0000071	AMISH POTATO LEAF		 C. MALE	unk
EA00009	SP:0000180	AMISH POTATO LEAF		 C. MALE	unk
EA00009	SP:0000012	AMISH POTATO LEAF		 C. MALE	unk
EA00009	SP:0000038	AMISH POTATO LEAF		 C. MALE	unk
EA00010	SP:0000173	ANNA HERMAN		 C. MALE	unk
EA00010	SP:0000127	ANNA HERMAN		 C. MALE	unk
EA00010	SP:0000128	ANNA HERMAN		 C. MALE	unk
EA00010	SP:0000004	ANNA HERMAN		 C. MALE	unk
EA00010	SP:0000071	ANNA HERMAN		 C. MALE	unk
EA00010	SP:0000180	ANNA HERMAN		 C. MALE	unk
EA00010	SP:0000012	ANNA HERMAN		 C. MALE	unk
EA00010	SP:0000038	ANNA HERMAN		 C. MALE	unk
EA00012	SP:0000173	ASHLEIGH		 C. MALE	unk
EA00012	SP:0000127	ASHLEIGH		 C. MALE	unk
EA00012	SP:0000128	ASHLEIGH		 C. MALE	unk
EA00012	SP:0000004	ASHLEIGH		 C. MALE	unk
EA00012	SP:0000071	ASHLEIGH		 C. MALE	unk
EA00012	SP:0000180	ASHLEIGH		 C. MALE	unk
EA00012	SP:0000012	ASHLEIGH		 C. MALE	unk
EA00012	SP:0000038	ASHLEIGH		 C. MALE	unk
EA00014	SP:0000173	AZURE		 C. MALE	unk
EA00014	SP:0000127	AZURE		 C. MALE	unk
EA00014	SP:0000128	AZURE		 C. MALE	unk
EA00014	SP:0000004	AZURE		 C. MALE	unk
EA00014	SP:0000071	AZURE		 C. MALE	unk
EA00014	SP:0000180	AZURE		 C. MALE	unk
EA00014	SP:0000012	AZURE		 C. MALE	unk
EA00014	SP:0000038	AZURE		 C. MALE	unk
EA00018	SP:0000173	BEAUTY OF LORRAINE		 C. MALE	unk
EA00018	SP:0000127	BEAUTY OF LORRAINE		 C. MALE	unk
EA00018	SP:0000128	BEAUTY OF LORRAINE		 C. MALE	unk
EA00018	SP:0000004	BEAUTY OF LORRAINE		 C. MALE	unk
EA00018	SP:0000071	BEAUTY OF LORRAINE		 C. MALE	unk
EA00018	SP:0000180	BEAUTY OF LORRAINE		 C. MALE	unk
EA00018	SP:0000012	BEAUTY OF LORRAINE		 C. MALE	unk
EA00018	SP:0000038	BEAUTY OF LORRAINE		 C. MALE	unk
EA00019	SP:0000173	Becker's Blau		 C. MALE	unk
EA00019	SP:0000127	Becker's Blau		 C. MALE	unk
EA00019	SP:0000128	Becker's Blau		 C. MALE	unk
EA00019	SP:0000004	Becker's Blau		 C. MALE	unk
EA00019	SP:0000071	Becker's Blau		 C. MALE	unk
EA00019	SP:0000180	Becker's Blau		 C. MALE	unk
EA00019	SP:0000038	Becker's Blau		 C. MALE	unk
EA00021	SP:0000173	BERNIE		 C. MALE	unk
EA00021	SP:0000127	BERNIE		 C. MALE	unk
EA00021	SP:0000128	BERNIE		 C. MALE	unk
EA00021	SP:0000004	BERNIE		 C. MALE	unk
EA00021	SP:0000071	BERNIE		 C. MALE	unk
EA00021	SP:0000180	BERNIE		 C. MALE	unk
EA00021	SP:0000012	BERNIE		 C. MALE	unk
EA00021	SP:0000038	BERNIE		 C. MALE	unk
EA00022	SP:0000173	BERWICK GERMAN		 C. MALE	unk
EA00022	SP:0000127	BERWICK GERMAN		 C. MALE	unk
EA00022	SP:0000128	BERWICK GERMAN		 C. MALE	unk
EA00022	SP:0000004	BERWICK GERMAN		 C. MALE	unk
EA00022	SP:0000071	BERWICK GERMAN		 C. MALE	unk
EA00022	SP:0000180	BERWICK GERMAN		 C. MALE	unk
EA00022	SP:0000012	BERWICK GERMAN		 C. MALE	unk
EA00022	SP:0000038	BERWICK GERMAN		 C. MALE	unk
EA00023	SP:0000173	BIELY NALIV		 C. MALE	unk
EA00023	SP:0000127	BIELY NALIV		 C. MALE	unk
EA00023	SP:0000128	BIELY NALIV		 C. MALE	unk
EA00023	SP:0000004	BIELY NALIV		 C. MALE	unk
EA00023	SP:0000071	BIELY NALIV		 C. MALE	unk
EA00023	SP:0000180	BIELY NALIV		 C. MALE	unk
EA00023	SP:0000012	BIELY NALIV		 C. MALE	unk
EA00023	SP:0000038	BIELY NALIV		 C. MALE	unk
EA00024	SP:0000173	BIG ITALIAN		 C. MALE	unk
EA00024	SP:0000127	BIG ITALIAN		 C. MALE	unk
EA00024	SP:0000128	BIG ITALIAN		 C. MALE	unk
EA00024	SP:0000004	BIG ITALIAN		 C. MALE	unk
EA00024	SP:0000071	BIG ITALIAN		 C. MALE	unk
EA00024	SP:0000180	BIG ITALIAN		 C. MALE	unk
EA00024	SP:0000012	BIG ITALIAN		 C. MALE	unk
EA00024	SP:0000038	BIG ITALIAN		 C. MALE	unk
EA00027	SP:0000173	BLACK CHERRY		 C. MALE	unk
EA00027	SP:0000127	BLACK CHERRY		 C. MALE	unk
EA00027	SP:0000128	BLACK CHERRY		 C. MALE	unk
EA00027	SP:0000004	BLACK CHERRY		 C. MALE	unk
EA00027	SP:0000071	BLACK CHERRY		 C. MALE	unk
EA00027	SP:0000180	BLACK CHERRY		 C. MALE	unk
EA00027	SP:0000012	BLACK CHERRY		 C. MALE	unk
EA00027	SP:0000038	BLACK CHERRY		 C. MALE	unk
EA00031	SP:0000173	Brown Oxheart		 C. MALE	unk
EA00031	SP:0000127	Brown Oxheart		 C. MALE	unk
EA00031	SP:0000128	Brown Oxheart		 C. MALE	unk
EA00031	SP:0000004	Brown Oxheart		 C. MALE	unk
EA00031	SP:0000071	Brown Oxheart		 C. MALE	unk
EA00031	SP:0000180	Brown Oxheart		 C. MALE	unk
EA00031	SP:0000012	Brown Oxheart		 C. MALE	unk
EA00031	SP:0000038	Brown Oxheart		 C. MALE	unk
EA00032	SP:0000173	BROWN'S YELLOW		 C. MALE	unk
EA00032	SP:0000127	BROWN'S YELLOW		 C. MALE	unk
EA00032	SP:0000128	BROWN'S YELLOW		 C. MALE	unk
EA00032	SP:0000071	BROWN'S YELLOW		 C. MALE	unk
EA00032	SP:0000180	BROWN'S YELLOW		 C. MALE	unk
EA00032	SP:0000012	BROWN'S YELLOW		 C. MALE	unk
EA00032	SP:0000038	BROWN'S YELLOW		 C. MALE	unk
EA00033	SP:0000173	BUKOVINSKIJ		 C. MALE	unk
EA00033	SP:0000127	BUKOVINSKIJ		 C. MALE	unk
EA00033	SP:0000128	BUKOVINSKIJ		 C. MALE	unk
EA00033	SP:0000004	BUKOVINSKIJ		 C. MALE	unk
EA00033	SP:0000071	BUKOVINSKIJ		 C. MALE	unk
EA00033	SP:0000180	BUKOVINSKIJ		 C. MALE	unk
EA00033	SP:0000012	BUKOVINSKIJ		 C. MALE	unk
EA00033	SP:0000038	BUKOVINSKIJ		 C. MALE	unk
EA00034	SP:0000173	BURRACKER'S FAVORITE		 C. MALE	unk
EA00034	SP:0000127	BURRACKER'S FAVORITE		 C. MALE	unk
EA00034	SP:0000128	BURRACKER'S FAVORITE		 C. MALE	unk
EA00034	SP:0000004	BURRACKER'S FAVORITE		 C. MALE	unk
EA00034	SP:0000071	BURRACKER'S FAVORITE		 C. MALE	unk
EA00034	SP:0000180	BURRACKER'S FAVORITE		 C. MALE	unk
EA00034	SP:0000012	BURRACKER'S FAVORITE		 C. MALE	unk
EA00034	SP:0000038	BURRACKER'S FAVORITE		 C. MALE	unk
EA00035	SP:0000173	Camp Joy, aka Chadwick's Cherry		 C. MALE	unk
EA00035	SP:0000127	Camp Joy, aka Chadwick's Cherry		 C. MALE	unk
EA00035	SP:0000128	Camp Joy, aka Chadwick's Cherry		 C. MALE	unk
EA00035	SP:0000004	Camp Joy, aka Chadwick's Cherry		 C. MALE	unk
EA00035	SP:0000071	Camp Joy, aka Chadwick's Cherry		 C. MALE	unk
EA00035	SP:0000180	Camp Joy, aka Chadwick's Cherry		 C. MALE	unk
EA00035	SP:0000012	Camp Joy, aka Chadwick's Cherry		 C. MALE	unk
EA00035	SP:0000038	Camp Joy, aka Chadwick's Cherry		 C. MALE	unk
EA00037	SP:0000173	CASQUE ROUGE		 C. MALE	unk
EA00037	SP:0000127	CASQUE ROUGE		 C. MALE	unk
EA00037	SP:0000128	CASQUE ROUGE		 C. MALE	unk
EA00037	SP:0000004	CASQUE ROUGE		 C. MALE	unk
EA00037	SP:0000071	CASQUE ROUGE		 C. MALE	unk
EA00037	SP:0000180	CASQUE ROUGE		 C. MALE	unk
EA00037	SP:0000012	CASQUE ROUGE		 C. MALE	unk
EA00037	SP:0000038	CASQUE ROUGE		 C. MALE	unk
EA00038	SP:0000173	CHAPMAN		 C. MALE	unk
EA00038	SP:0000127	CHAPMAN		 C. MALE	unk
EA00038	SP:0000128	CHAPMAN		 C. MALE	unk
EA00038	SP:0000004	CHAPMAN		 C. MALE	unk
EA00038	SP:0000071	CHAPMAN		 C. MALE	unk
EA00038	SP:0000180	CHAPMAN		 C. MALE	unk
EA00038	SP:0000012	CHAPMAN		 C. MALE	unk
EA00038	SP:0000038	CHAPMAN		 C. MALE	unk
EA00039	SP:0000173	CHATEAU ROSE		 C. MALE	unk
EA00039	SP:0000127	CHATEAU ROSE		 C. MALE	unk
EA00039	SP:0000128	CHATEAU ROSE		 C. MALE	unk
EA00039	SP:0000012	CHATEAU ROSE		 C. MALE	unk
EA00040	SP:0000173	CHINA #1		 C. MALE	unk
EA00040	SP:0000127	CHINA #1		 C. MALE	unk
EA00040	SP:0000128	CHINA #1		 C. MALE	unk
EA00040	SP:0000180	CHINA #1		 C. MALE	unk
EA00040	SP:0000038	CHINA #1		 C. MALE	unk
EA00041	SP:0000173	CLUJ		 C. MALE	unk
EA00041	SP:0000127	CLUJ		 C. MALE	unk
EA00041	SP:0000128	CLUJ		 C. MALE	unk
EA00041	SP:0000004	CLUJ		 C. MALE	unk
EA00041	SP:0000071	CLUJ		 C. MALE	unk
EA00041	SP:0000180	CLUJ		 C. MALE	unk
EA00041	SP:0000012	CLUJ		 C. MALE	unk
EA00041	SP:0000038	CLUJ		 C. MALE	unk
EA00042	SP:0000173	Corrogo		 C. MALE	unk
EA00042	SP:0000127	Corrogo		 C. MALE	unk
EA00042	SP:0000128	Corrogo		 C. MALE	unk
EA00043	SP:0000173	Cour de Bue		 C. MALE	unk
EA00043	SP:0000127	Cour de Bue		 C. MALE	unk
EA00043	SP:0000128	Cour de Bue		 C. MALE	unk
EA00045	SP:0000173	D' AUSTRALIE		 C. MALE	unk
EA00045	SP:0000127	D' AUSTRALIE		 C. MALE	unk
EA00045	SP:0000128	D' AUSTRALIE		 C. MALE	unk
EA00046	SP:0000173	DACHILO		 C. MALE	unk
EA00046	SP:0000127	DACHILO		 C. MALE	unk
EA00046	SP:0000128	DACHILO		 C. MALE	unk
EA00046	SP:0000012	DACHILO		 C. MALE	unk
EA00047	SP:0000173	DIENER		 C. MALE	unk
EA00047	SP:0000127	DIENER		 C. MALE	unk
EA00047	SP:0000128	DIENER		 C. MALE	unk
EA00047	SP:0000012	DIENER		 C. MALE	unk
EA00049	SP:0000173	DIXIE GOLDEN GIANT		 C. MALE	unk
EA00049	SP:0000127	DIXIE GOLDEN GIANT		 C. MALE	unk
EA00049	SP:0000128	DIXIE GOLDEN GIANT		 C. MALE	unk
EA00049	SP:0000180	DIXIE GOLDEN GIANT		 C. MALE	unk
EA00051	SP:0000173	DR. CAROLYN PINK		 C. MALE	unk
EA00051	SP:0000127	DR. CAROLYN PINK		 C. MALE	unk
EA00051	SP:0000128	DR. CAROLYN PINK		 C. MALE	unk
EA00051	SP:0000012	DR. CAROLYN PINK		 C. MALE	unk
EA00051	SP:0000038	DR. CAROLYN PINK		 C. MALE	unk
EA00052	SP:0000173	DWARF STONE		 C. MALE	unk
EA00052	SP:0000127	DWARF STONE		 C. MALE	unk
EA00052	SP:0000128	DWARF STONE		 C. MALE	unk
EA00052	SP:0000038	DWARF STONE		 C. MALE	unk
EA00053	SP:0000173	EARLY RUBY		 C. MALE	unk
EA00053	SP:0000127	EARLY RUBY		 C. MALE	unk
EA00053	SP:0000128	EARLY RUBY		 C. MALE	unk
EA00053	SP:0000180	EARLY RUBY		 C. MALE	unk
EA00054	SP:0000173	ELFIE		 C. MALE	unk
EA00054	SP:0000127	ELFIE		 C. MALE	unk
EA00054	SP:0000128	ELFIE		 C. MALE	unk
EA00054	SP:0000012	ELFIE		 C. MALE	unk
EA00054	SP:0000038	ELFIE		 C. MALE	unk
EA00055	SP:0000173	ENORMOUS		 C. MALE	unk
EA00055	SP:0000127	ENORMOUS		 C. MALE	unk
EA00055	SP:0000128	ENORMOUS		 C. MALE	unk
EA00055	SP:0000012	ENORMOUS		 C. MALE	unk
EA00056	SP:0000173	ESSEX WONDER		 C. MALE	unk
EA00056	SP:0000127	ESSEX WONDER		 C. MALE	unk
EA00056	SP:0000071	ESSEX WONDER		 C. MALE	unk
EA00056	SP:0000038	ESSEX WONDER		 C. MALE	unk
EA00057	SP:0000173	EXCELSIOR		 C. MALE	unk
EA00057	SP:0000127	EXCELSIOR		 C. MALE	unk
EA00057	SP:0000128	EXCELSIOR		 C. MALE	unk
EA00057	SP:0000180	EXCELSIOR		 C. MALE	unk
EA00057	SP:0000038	EXCELSIOR		 C. MALE	unk
EA00059	SP:0000173	FRANKENSTEIN		 C. MALE	unk
EA00059	SP:0000127	FRANKENSTEIN		 C. MALE	unk
EA00059	SP:0000128	FRANKENSTEIN		 C. MALE	unk
EA00059	SP:0000180	FRANKENSTEIN		 C. MALE	unk
EA00059	SP:0000038	FRANKENSTEIN		 C. MALE	unk
EA00062	SP:0000173	GALLINARO		 C. MALE	unk
EA00062	SP:0000127	GALLINARO		 C. MALE	unk
EA00062	SP:0000128	GALLINARO		 C. MALE	unk
EA00062	SP:0000012	GALLINARO		 C. MALE	unk
EA00064	SP:0000173	GEORGIA PEACH		 C. MALE	unk
EA00064	SP:0000127	GEORGIA PEACH		 C. MALE	unk
EA00064	SP:0000128	GEORGIA PEACH		 C. MALE	unk
EA00064	SP:0000012	GEORGIA PEACH		 C. MALE	unk
EA00069	SP:0000173	GIANT ITALIAN POTATO LEAF		 C. MALE	unk
EA00069	SP:0000127	GIANT ITALIAN POTATO LEAF		 C. MALE	unk
EA00069	SP:0000128	GIANT ITALIAN POTATO LEAF		 C. MALE	unk
EA00069	SP:0000071	GIANT ITALIAN POTATO LEAF		 C. MALE	unk
EA00069	SP:0000038	GIANT ITALIAN POTATO LEAF		 C. MALE	unk
EA00071	SP:0000173	GIORDANE		 C. MALE	unk
EA00071	SP:0000127	GIORDANE		 C. MALE	unk
EA00071	SP:0000128	GIORDANE		 C. MALE	unk
EA00072	SP:0000173	Gnom		 C. MALE	unk
EA00072	SP:0000127	Gnom		 C. MALE	unk
EA00072	SP:0000128	Gnom		 C. MALE	unk
EA00073	SP:0000173	GOLDEN BEAUTY		 C. MALE	unk
EA00073	SP:0000127	GOLDEN BEAUTY		 C. MALE	unk
EA00073	SP:0000128	GOLDEN BEAUTY		 C. MALE	unk
EA00073	SP:0000012	GOLDEN BEAUTY		 C. MALE	unk
EA00075	SP:0000173	GOLDENE KRONE		 C. MALE	unk
EA00075	SP:0000127	GOLDENE KRONE		 C. MALE	unk
EA00075	SP:0000128	GOLDENE KRONE		 C. MALE	unk
EA00075	SP:0000012	GOLDENE KRONE		 C. MALE	unk
EA00076	SP:0000173	GRANDFATHER ASHLOCK		 C. MALE	unk
EA00076	SP:0000127	GRANDFATHER ASHLOCK		 C. MALE	unk
EA00076	SP:0000004	GRANDFATHER ASHLOCK		 C. MALE	unk
EA00076	SP:0000012	GRANDFATHER ASHLOCK		 C. MALE	unk
EA00077	SP:0000173	GREEN GIANT		 C. MALE	unk
EA00077	SP:0000127	GREEN GIANT		 C. MALE	unk
EA00077	SP:0000128	GREEN GIANT		 C. MALE	unk
EA00077	SP:0000004	GREEN GIANT		 C. MALE	unk
EA00077	SP:0000071	GREEN GIANT		 C. MALE	unk
EA00080	SP:0000173	Grosse Violette		 C. MALE	unk
EA00080	SP:0000127	Grosse Violette		 C. MALE	unk
EA00080	SP:0000128	Grosse Violette		 C. MALE	unk
EA00080	SP:0000038	Grosse Violette		 C. MALE	unk
EA00083	SP:0000173	HUGE BLACK		 C. MALE	unk
EA00083	SP:0000127	HUGE BLACK		 C. MALE	unk
EA00083	SP:0000128	HUGE BLACK		 C. MALE	unk
EA00083	SP:0000012	HUGE BLACK		 C. MALE	unk
EA00084	SP:0000173	HUMPH		 C. MALE	unk
EA00084	SP:0000127	HUMPH		 C. MALE	unk
EA00084	SP:0000128	HUMPH		 C. MALE	unk
EA00084	SP:0000071	HUMPH		 C. MALE	unk
EA00084	SP:0000012	HUMPH		 C. MALE	unk
EA00086	SP:0000173	ICE		 C. MALE	unk
EA00086	SP:0000127	ICE		 C. MALE	unk
EA00086	SP:0000128	ICE		 C. MALE	unk
EA00087	SP:0000173	ILSE'S YELLOW		 C. MALE	unk
EA00087	SP:0000127	ILSE'S YELLOW		 C. MALE	unk
EA00087	SP:0000128	ILSE'S YELLOW		 C. MALE	unk
EA00087	SP:0000012	ILSE'S YELLOW		 C. MALE	unk
EA00087	SP:0000038	ILSE'S YELLOW		 C. MALE	unk
EA00090	SP:0000173	INDIAN RESERVATION		 C. MALE	unk
EA00090	SP:0000127	INDIAN RESERVATION		 C. MALE	unk
EA00090	SP:0000128	INDIAN RESERVATION		 C. MALE	unk
EA00090	SP:0000180	INDIAN RESERVATION		 C. MALE	unk
EA00093	SP:0000173	JAUNE PLISSE		 C. MALE	unk
EA00093	SP:0000127	JAUNE PLISSE		 C. MALE	unk
EA00093	SP:0000128	JAUNE PLISSE		 C. MALE	unk
EA00093	SP:0000012	JAUNE PLISSE		 C. MALE	unk
EA00094	SP:0000173	JIMMY JOE		 C. MALE	unk
EA00094	SP:0000127	JIMMY JOE		 C. MALE	unk
EA00094	SP:0000128	JIMMY JOE		 C. MALE	unk
EA00094	SP:0000012	JIMMY JOE		 C. MALE	unk
EA00097	SP:0000173	KELLEHER'S OXHEART		 C. MALE	unk
EA00097	SP:0000127	KELLEHER'S OXHEART		 C. MALE	unk
EA00097	SP:0000128	KELLEHER'S OXHEART		 C. MALE	unk
EA00097	SP:0000012	KELLEHER'S OXHEART		 C. MALE	unk
EA00097	SP:0000038	KELLEHER'S OXHEART		 C. MALE	unk
EA00099	SP:0000173	KIEV		 C. MALE	unk
EA00099	SP:0000127	KIEV		 C. MALE	unk
EA00099	SP:0000128	KIEV		 C. MALE	unk
EA00099	SP:0000012	KIEV		 C. MALE	unk
EA00099	SP:0000038	KIEV		 C. MALE	unk
EA00100	SP:0000173	KING GEORGE		 C. MALE	unk
EA00100	SP:0000127	KING GEORGE		 C. MALE	unk
EA00100	SP:0000128	KING GEORGE		 C. MALE	unk
EA00100	SP:0000012	KING GEORGE		 C. MALE	unk
EA00101	SP:0000173	KOSOVO		 C. MALE	unk
EA00101	SP:0000127	KOSOVO		 C. MALE	unk
EA00101	SP:0000128	KOSOVO		 C. MALE	unk
EA00101	SP:0000012	KOSOVO		 C. MALE	unk
EA00106	SP:0000173	Lemmony		 C. MALE	unk
EA00106	SP:0000127	Lemmony		 C. MALE	unk
EA00106	SP:0000128	Lemmony		 C. MALE	unk
EA00106	SP:0000012	Lemmony		 C. MALE	unk
EA00107	SP:0000173	LENINQRADSKI		 C. MALE	unk
EA00107	SP:0000127	LENINQRADSKI		 C. MALE	unk
EA00107	SP:0000128	LENINQRADSKI		 C. MALE	unk
EA00107	SP:0000012	LENINQRADSKI		 C. MALE	unk
EA00109	SP:0000173	LUGWIG		 C. MALE	unk
EA00109	SP:0000127	LUGWIG		 C. MALE	unk
EA00109	SP:0000128	LUGWIG		 C. MALE	unk
EA00110	SP:0000173	MADAGASCAR		 C. MALE	unk
EA00110	SP:0000127	MADAGASCAR		 C. MALE	unk
EA00110	SP:0000128	MADAGASCAR		 C. MALE	unk
EA00112	SP:0000173	MALINOWSKI		 C. MALE	unk
EA00112	SP:0000127	MALINOWSKI		 C. MALE	unk
EA00112	SP:0000128	MALINOWSKI		 C. MALE	unk
EA00113	SP:0000173	MAMA LEONE		 C. MALE	unk
EA00113	SP:0000127	MAMA LEONE		 C. MALE	unk
EA00113	SP:0000128	MAMA LEONE		 C. MALE	unk
EA00113	SP:0000038	MAMA LEONE		 C. MALE	unk
EA00114	SP:0000173	MARASOL		 C. MALE	unk
EA00114	SP:0000127	MARASOL		 C. MALE	unk
EA00114	SP:0000128	MARASOL		 C. MALE	unk
EA00117	SP:0000173	MARIZOL BRATKA		 C. MALE	unk
EA00117	SP:0000127	MARIZOL BRATKA		 C. MALE	unk
EA00117	SP:0000128	MARIZOL BRATKA		 C. MALE	unk
EA00117	SP:0000012	MARIZOL BRATKA		 C. MALE	unk
EA00119	SP:0000173	MARVEL		 C. MALE	unk
EA00119	SP:0000127	MARVEL		 C. MALE	unk
EA00119	SP:0000128	MARVEL		 C. MALE	unk
EA00119	SP:0000180	MARVEL		 C. MALE	unk
EA00119	SP:0000012	MARVEL		 C. MALE	unk
EA00121	SP:0000173	Mary Italian		 C. MALE	unk
EA00121	SP:0000127	Mary Italian		 C. MALE	unk
EA00121	SP:0000128	Mary Italian		 C. MALE	unk
EA00125	SP:0000173	MELVINA		 C. MALE	unk
EA00125	SP:0000127	MELVINA		 C. MALE	unk
EA00125	SP:0000128	MELVINA		 C. MALE	unk
EA00126	SP:0000173	Miam Nipa		 C. MALE	unk
EA00126	SP:0000127	Miam Nipa		 C. MALE	unk
EA00126	SP:0000128	Miam Nipa		 C. MALE	unk
EA00126	SP:0000012	Miam Nipa		 C. MALE	unk
EA00128	SP:0000173	MILKA'S RED BULGARIAN		 C. MALE	unk
EA00128	SP:0000127	MILKA'S RED BULGARIAN		 C. MALE	unk
EA00128	SP:0000128	MILKA'S RED BULGARIAN		 C. MALE	unk
EA00129	SP:0000173	NAGY KATAI		 C. MALE	unk
EA00129	SP:0000127	NAGY KATAI		 C. MALE	unk
EA00129	SP:0000128	NAGY KATAI		 C. MALE	unk
EA00129	SP:0000038	NAGY KATAI		 C. MALE	unk
EA00130	SP:0000173	NECTAR ROSE		 C. MALE	unk
EA00130	SP:0000127	NECTAR ROSE		 C. MALE	unk
EA00130	SP:0000012	NECTAR ROSE		 C. MALE	unk
EA00130	SP:0000038	NECTAR ROSE		 C. MALE	unk
EA00133	SP:0000173	NO NAME PINK		 C. MALE	unk
EA00133	SP:0000127	NO NAME PINK		 C. MALE	unk
EA00133	SP:0000128	NO NAME PINK		 C. MALE	unk
EA00133	SP:0000180	NO NAME PINK		 C. MALE	unk
EA00133	SP:0000012	NO NAME PINK		 C. MALE	unk
EA00134	SP:0000173	NO NAME RED		 C. MALE	unk
EA00134	SP:0000127	NO NAME RED		 C. MALE	unk
EA00134	SP:0000128	NO NAME RED		 C. MALE	unk
EA00134	SP:0000012	NO NAME RED		 C. MALE	unk
EA00135	SP:0000173	NOIR CHARBONNEUSE		 C. MALE	unk
EA00135	SP:0000127	NOIR CHARBONNEUSE		 C. MALE	unk
EA00135	SP:0000180	NOIR CHARBONNEUSE		 C. MALE	unk
EA00135	SP:0000012	NOIR CHARBONNEUSE		 C. MALE	unk
EA00137	SP:0000173	OPTIMUS		 C. MALE	unk
EA00137	SP:0000127	OPTIMUS		 C. MALE	unk
EA00137	SP:0000128	OPTIMUS		 C. MALE	unk
EA00137	SP:0000012	OPTIMUS		 C. MALE	unk
EA00138	SP:0000173	ORANGE BOURGOIN		 C. MALE	unk
EA00138	SP:0000127	ORANGE BOURGOIN		 C. MALE	unk
EA00138	SP:0000012	ORANGE BOURGOIN		 C. MALE	unk
EA00139	SP:0000173	Orange King		 C. MALE	unk
EA00139	SP:0000127	Orange King		 C. MALE	unk
EA00139	SP:0000012	Orange King		 C. MALE	unk
EA00140	SP:0000173	ORANGE RUSSIAN #117		 C. MALE	unk
EA00140	SP:0000127	ORANGE RUSSIAN #117		 C. MALE	unk
EA00140	SP:0000128	ORANGE RUSSIAN #117		 C. MALE	unk
EA00140	SP:0000180	ORANGE RUSSIAN #117		 C. MALE	unk
EA00140	SP:0000038	ORANGE RUSSIAN #117		 C. MALE	unk
EA00143	SP:0000173	ORNGE LANTERN		 C. MALE	unk
EA00143	SP:0000127	ORNGE LANTERN		 C. MALE	unk
EA00143	SP:0000128	ORNGE LANTERN		 C. MALE	unk
EA00143	SP:0000012	ORNGE LANTERN		 C. MALE	unk
EA00144	SP:0000173	PALTE D' HAITI		 C. MALE	unk
EA00144	SP:0000127	PALTE D' HAITI		 C. MALE	unk
