AccessionNum	Gene	Allele	ImageNum	Hyperlink
LA2034	spl	--	74	http://tgrc.ucdavis.edu/images/du,spl.GIF
LA2035	eca	--	77	http://tgrc.ucdavis.edu/images/eca.GIF
LA2035	eca	--	136	http://tgrc.ucdavis.edu/images/ica.GIF
LA2035	pm	--	77	http://tgrc.ucdavis.edu/images/eca.GIF
LA2035	pm	--	136	http://tgrc.ucdavis.edu/images/ica.GIF
LA2038	frt	--	917	http://tgrc.ucdavis.edu/images/frt,spl-LA2038-seedling.jpg
LA2038	spl	--	917	http://tgrc.ucdavis.edu/images/frt,spl-LA2038-seedling.jpg
LA2040	gi	--	121	http://tgrc.ucdavis.edu/images/gi,pm.GIF
LA2040	pm	--	121	http://tgrc.ucdavis.edu/images/gi,pm.GIF
LA2041	elu	--	131	http://tgrc.ucdavis.edu/images/gro-elu.GIF
LA2041	gro	--	131	http://tgrc.ucdavis.edu/images/gro-elu.GIF
LA2044	lan	--	158	http://tgrc.ucdavis.edu/images/lan_a.GIF
LA2044	lan	--	159	http://tgrc.ucdavis.edu/images/lan_b.GIF
LA2044	pm	--	158	http://tgrc.ucdavis.edu/images/lan_a.GIF
LA2044	pm	--	159	http://tgrc.ucdavis.edu/images/lan_b.GIF
LA2046	mcs	--	177	http://tgrc.ucdavis.edu/images/mcs,spl.GIF
LA2046	mcs	--	178	http://tgrc.ucdavis.edu/images/mcs2,spl.GIF
LA2046	mcs	--	179	http://tgrc.ucdavis.edu/images/mcs3,spl.GIF
LA2046	spl	--	177	http://tgrc.ucdavis.edu/images/mcs,spl.GIF
LA2046	spl	--	178	http://tgrc.ucdavis.edu/images/mcs2,spl.GIF
LA2046	spl	--	179	http://tgrc.ucdavis.edu/images/mcs3,spl.GIF
LA2047	mcr	--	175	http://tgrc.ucdavis.edu/images/mcr_a.GIF
LA2047	mcr	--	176	http://tgrc.ucdavis.edu/images/mcr_b.GIF
LA2047	spl	--	175	http://tgrc.ucdavis.edu/images/mcr_a.GIF
LA2047	spl	--	176	http://tgrc.ucdavis.edu/images/mcr_b.GIF
LA2048	or	--	185	http://tgrc.ucdavis.edu/images/or.GIF
LA2048	pm	--	185	http://tgrc.ucdavis.edu/images/or.GIF
LA2049	pm	--	202	http://tgrc.ucdavis.edu/images/pta,pm.GIF
LA2049	pta	--	202	http://tgrc.ucdavis.edu/images/pta,pm.GIF
LA2051	psa	--	201	http://tgrc.ucdavis.edu/images/psa,spl.GIF
LA2051	spl	--	201	http://tgrc.ucdavis.edu/images/psa,spl.GIF
LA2054	elu	--	196	http://tgrc.ucdavis.edu/images/ppa,elu.GIF
LA2054	elu	--	472	http://tgrc.ucdavis.edu/images/ppa-LA2054-.jpg
LA2054	elu	--	473	http://tgrc.ucdavis.edu/images/ppa-LA2054-comp-ii.jpg
LA2054	elu	--	474	http://tgrc.ucdavis.edu/images/ppa-LA2054-infl.jpg
LA2054	elu	--	475	http://tgrc.ucdavis.edu/images/ppa-LA2054-lf-comp-i.jpg
LA2054	ppa	--	196	http://tgrc.ucdavis.edu/images/ppa,elu.GIF
LA2054	ppa	--	472	http://tgrc.ucdavis.edu/images/ppa-LA2054-.jpg
LA2054	ppa	--	473	http://tgrc.ucdavis.edu/images/ppa-LA2054-comp-ii.jpg
LA2054	ppa	--	474	http://tgrc.ucdavis.edu/images/ppa-LA2054-infl.jpg
LA2054	ppa	--	475	http://tgrc.ucdavis.edu/images/ppa-LA2054-lf-comp-i.jpg
LA2058	elu	--	227	http://tgrc.ucdavis.edu/images/so,elu.GIF
LA2058	elu	--	228	http://tgrc.ucdavis.edu/images/so.GIF
LA2058	so	--	227	http://tgrc.ucdavis.edu/images/so,elu.GIF
LA2058	so	--	228	http://tgrc.ucdavis.edu/images/so.GIF
LA2060	pm	--	235	http://tgrc.ucdavis.edu/images/sta.GIF
LA2060	sta	--	235	http://tgrc.ucdavis.edu/images/sta.GIF
LA2061	pm	--	244	http://tgrc.ucdavis.edu/images/sup,pm.GIF
LA2061	sup	--	244	http://tgrc.ucdavis.edu/images/sup,pm.GIF
LA2065	spl	--	263	http://tgrc.ucdavis.edu/images/w-6a,spl.GIF
LA2065	spl	--	264	http://tgrc.ucdavis.edu/images/w-6b,spl.GIF
LA2065	spl	--	265	http://tgrc.ucdavis.edu/images/w-6c,spl.GIF
LA2065	spl	--	1037	http://tgrc.ucdavis.edu/images/w-6,spl-LA2065-flowers.jpg
LA2065	spl	--	1038	http://tgrc.ucdavis.edu/images/w-6,spl-LA2065-whole-plant.jpg
LA2065	w-6	--	263	http://tgrc.ucdavis.edu/images/w-6a,spl.GIF
LA2065	w-6	--	264	http://tgrc.ucdavis.edu/images/w-6b,spl.GIF
LA2065	w-6	--	265	http://tgrc.ucdavis.edu/images/w-6c,spl.GIF
LA2065	w-6	--	1037	http://tgrc.ucdavis.edu/images/w-6,spl-LA2065-flowers.jpg
LA2065	w-6	--	1038	http://tgrc.ucdavis.edu/images/w-6,spl-LA2065-whole-plant.jpg
LA2069	br	--	603	http://tgrc.ucdavis.edu/images/br-la2069-lf-comp.jpg
LA2069	br	--	604	http://tgrc.ucdavis.edu/images/br-la2069.jpg
LA2089	Epi	--	401	http://tgrc.ucdavis.edu/images/Epi-LA2089-.jpg
LA2089	Epi	--	402	http://tgrc.ucdavis.edu/images/Epi-LA2089-lvs.jpg
LA2352	c	--	820	http://tgrc.ucdavis.edu/images/c,f,j,p-LA2352-seedling.jpg
LA2352	f	--	820	http://tgrc.ucdavis.edu/images/c,f,j,p-LA2352-seedling.jpg
LA2352	j	--	820	http://tgrc.ucdavis.edu/images/c,f,j,p-LA2352-seedling.jpg
LA2352	p	--	820	http://tgrc.ucdavis.edu/images/c,f,j,p-LA2352-seedling.jpg
LA2354	br	--	813	http://tgrc.ucdavis.edu/images/br,l,p,y-LA2354-seedling.jpg
LA2354	l	--	813	http://tgrc.ucdavis.edu/images/br,l,p,y-LA2354-seedling.jpg
LA2354	p	--	813	http://tgrc.ucdavis.edu/images/br,l,p,y-LA2354-seedling.jpg
LA2354	y	--	813	http://tgrc.ucdavis.edu/images/br,l,p,y-LA2354-seedling.jpg
LA2356	Sw	a	1531	http://tgrc.ucdavis.edu/images/Sw^a-LA2356-fruit.jpg
LA2357	p	--	971	http://tgrc.ucdavis.edu/images/p,r-LA2357-fruit.jpg
LA2357	r	--	971	http://tgrc.ucdavis.edu/images/p,r-LA2357-fruit.jpg
LA2374	B	--	804	http://tgrc.ucdavis.edu/images/B-LA2374-fruit.jpg
LA2374	B	--	1501	http://tgrc.ucdavis.edu/images/B-LA2374-fruit-1.jpg
LA2377	B	c	1503	http://tgrc.ucdavis.edu/images/B^c-LA2377-fruit.jpg
LA2454	neg	ne-2	965	http://tgrc.ucdavis.edu/images/neg^ne-2,u-LA2454-leaves,fruit.jpg
LA2454	neg	ne-2	966	http://tgrc.ucdavis.edu/images/neg^ne-2,u-LA2454-whole-plant.jpg
LA2454	neg	ne-2	967	http://tgrc.ucdavis.edu/images/neg^ne-2,u-LA2454-seedling.jpg
LA2454	u	--	965	http://tgrc.ucdavis.edu/images/neg^ne-2,u-LA2454-leaves,fruit.jpg
LA2454	u	--	966	http://tgrc.ucdavis.edu/images/neg^ne-2,u-LA2454-whole-plant.jpg
LA2454	u	--	967	http://tgrc.ucdavis.edu/images/neg^ne-2,u-LA2454-seedling.jpg
LA2457	pdw	--	974	http://tgrc.ucdavis.edu/images/pdw,so,u-LA2457-whole-plant.jpg
LA2457	so	--	974	http://tgrc.ucdavis.edu/images/pdw,so,u-LA2457-whole-plant.jpg
LA2457	u	--	974	http://tgrc.ucdavis.edu/images/pdw,so,u-LA2457-whole-plant.jpg
LA2460	sft	--	486	http://tgrc.ucdavis.edu/images/sft-LA2460-infl-comp.jpg
LA2461	sp	--	1006	http://tgrc.ucdavis.edu/images/sp,stu,u-LA2461-whole-plant.jpg
LA2461	sp	--	1010	http://tgrc.ucdavis.edu/images/stu,sp,u,NON-LA2461-leaves.jpg
LA2461	sp	--	1011	http://tgrc.ucdavis.edu/images/stu,sp,u,NON-LA2461-seedling.jpg
LA2461	stu	--	1006	http://tgrc.ucdavis.edu/images/sp,stu,u-LA2461-whole-plant.jpg
LA2461	stu	--	1010	http://tgrc.ucdavis.edu/images/stu,sp,u,NON-LA2461-leaves.jpg
LA2461	stu	--	1011	http://tgrc.ucdavis.edu/images/stu,sp,u,NON-LA2461-seedling.jpg
LA2461	u	--	1006	http://tgrc.ucdavis.edu/images/sp,stu,u-LA2461-whole-plant.jpg
LA2461	u	--	1010	http://tgrc.ucdavis.edu/images/stu,sp,u,NON-LA2461-leaves.jpg
LA2461	u	--	1011	http://tgrc.ucdavis.edu/images/stu,sp,u,NON-LA2461-seedling.jpg
LA2464A	aer-2	--	255	http://tgrc.ucdavis.edu/images/upg.GIF
LA2464A	r	--	255	http://tgrc.ucdavis.edu/images/upg.GIF
LA2464A	upg	--	255	http://tgrc.ucdavis.edu/images/upg.GIF
LA2464A	y	--	255	http://tgrc.ucdavis.edu/images/upg.GIF
LA2466	d	--	862	http://tgrc.ucdavis.edu/images/d,t,v-3-LA2466-seedling.jpg
LA2466	t	v	862	http://tgrc.ucdavis.edu/images/d,t,v-3-LA2466-seedling.jpg
LA2466	v-3	--	862	http://tgrc.ucdavis.edu/images/d,t,v-3-LA2466-seedling.jpg
LA2467	lg	--	939	http://tgrc.ucdavis.edu/images/lg,pe,u,vi-LA2467-seedling.jpg
LA2467	pe	--	939	http://tgrc.ucdavis.edu/images/lg,pe,u,vi-LA2467-seedling.jpg
LA2467	u	--	939	http://tgrc.ucdavis.edu/images/lg,pe,u,vi-LA2467-seedling.jpg
LA2467	vi	--	939	http://tgrc.ucdavis.edu/images/lg,pe,u,vi-LA2467-seedling.jpg
LA2473	alb	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg
LA2473	c	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg
LA2473	gra	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg
LA2473	sft	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg
LA2477	cjf	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg
LA2477	cjf	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg
LA2477	h	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg
LA2477	h	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg
LA2477	l	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg
LA2477	l	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg
LA2477	sp	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg
LA2477	sp	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg
LA2477	u	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg
LA2477	u	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg
LA2477	vo	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg
LA2477	vo	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg
LA2477	wf	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg
LA2477	wf	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg
LA2490	dl	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg
LA2490	dl	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg
LA2490	mc	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg
LA2490	mc	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg
LA2490	pdw	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg
LA2490	pdw	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg
LA2490	pst	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg
LA2490	pst	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg
LA2493	ag	--	761	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-seedling.jpg
LA2493	ag	--	762	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-leaves.jpg
LA2493	h	--	761	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-seedling.jpg
LA2493	h	--	762	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-leaves.jpg
LA2493	hy	--	761	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-seedling.jpg
LA2493	hy	--	762	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-leaves.jpg
LA2493	Xa-2	--	761	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-seedling.jpg
LA2493	Xa-2	--	762	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-leaves.jpg
LA2504	ag	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg
LA2504	ag	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg
LA2504	ag	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg
LA2504	h	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg
LA2504	h	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg
LA2504	h	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg
LA2504	nd	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg
LA2504	nd	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg
LA2504	nd	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg
LA2504	t	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg
LA2504	t	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg
LA2504	t	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg
LA2504	u	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg
LA2504	u	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg
LA2504	u	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg
LA2532	Pts	--	658	http://tgrc.ucdavis.edu/images/pts-la2532.jpg
LA2714	ms-32	--	1525	http://tgrc.ucdavis.edu/images/ms-32-LA2714-fruit.jpg
LA2797	bu	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg
LA2797	bu	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg
LA2797	f	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg
LA2797	f	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg
LA2797	j	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg
LA2797	j	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg
LA2802	crt	--	851	http://tgrc.ucdavis.edu/images/crt-LA2802-roots.jpg
LA2802	crt	--	852	http://tgrc.ucdavis.edu/images/crt-LA2802-seedling.jpg
LA2837	au	w	796	http://tgrc.ucdavis.edu/images/au^6,au^w-LA1486,LA2837-seedling.jpg
LA2838	pro	--	382	http://tgrc.ucdavis.edu/images/LA2838A-cv. Ailsa Craig.JPG
LA2838	pro	--	431	http://tgrc.ucdavis.edu/images/LA2838,-atv-LA3736.jpg
LA2838	pro	--	432	http://tgrc.ucdavis.edu/images/LA2838A,-a-LA3263.jpg
LA2838	pro	--	433	http://tgrc.ucdavis.edu/images/LA2838A,-aa-LA3617.jpg
LA2838	pro	--	434	http://tgrc.ucdavis.edu/images/LA2838A,-ae-LA3612.jpg
LA2838	pro	--	435	http://tgrc.ucdavis.edu/images/LA2838A,-ag-2-LA3711.jpg
LA2838	pro	--	436	http://tgrc.ucdavis.edu/images/LA2838A,-ag-LA3163.jpg
LA2838	pro	--	437	http://tgrc.ucdavis.edu/images/LA2838A,-ah-LA0260.jpg
LA2838	pro	--	438	http://tgrc.ucdavis.edu/images/LA2838A,-ai-LA3611.jpg
LA2838	pro	--	439	http://tgrc.ucdavis.edu/images/LA2838A,-atv-LA3736.jpg
LA2838	pro	--	440	http://tgrc.ucdavis.edu/images/LA2838A,-bu-LA2918.jpg
LA2838	pro	--	441	http://tgrc.ucdavis.edu/images/LA2838A,-Cu-LA3740.jpg
LA2838	pro	--	442	http://tgrc.ucdavis.edu/images/LA2838A,-dpy-LA3171.jpg
LA2838	pro	--	443	http://tgrc.ucdavis.edu/images/LA2838A,-Pds-LA0813.jpg
LA2896	pct	--	972	http://tgrc.ucdavis.edu/images/pct-LA2896-whole-plant.jpg
LA2916	vg	--	87	http://tgrc.ucdavis.edu/images/unfruitfulness.gif
LA2918	bu	--	53	http://tgrc.ucdavis.edu/images/bu.GIF
LA2918	bu	--	54	http://tgrc.ucdavis.edu/images/fru.GIF
LA2918	bu	--	223	http://tgrc.ucdavis.edu/images/TGC.covers.gif
LA2919	cm	--	609	http://tgrc.ucdavis.edu/images/cm-la2919-flwrs.jpg
LA2919	cm	--	610	http://tgrc.ucdavis.edu/images/cm-la2919-fruit.jpg
LA2919	cm	--	611	http://tgrc.ucdavis.edu/images/cm-la2919-infl.jpg
LA2919	cm	--	612	http://tgrc.ucdavis.edu/images/cm-la2919.jpg
LA2920	def-2	--	40	http://tgrc.ucdavis.edu/images/def-2_a.GIF
LA2920	def-2	--	41	http://tgrc.ucdavis.edu/images/def-2_b.GIF
LA2922	e	--	75	http://tgrc.ucdavis.edu/images/e.GIF
LA2922	e	--	76	http://tgrc.ucdavis.edu/images/e_a.gif
LA2922	e	--	223	http://tgrc.ucdavis.edu/images/TGC.covers.gif
LA2922	e	--	395	http://tgrc.ucdavis.edu/images/e-LA2922,-LA-2838A.jpg
LA2922	e	--	396	http://tgrc.ucdavis.edu/images/e-LA2922.jpg
LA2922	e	--	620	http://tgrc.ucdavis.edu/images/e-la2922-.jpg
LA2922	e	--	688	http://tgrc.ucdavis.edu/images/sf,c,e,la-LA3674,LA3168,LA2922,LA0355-leaf mutations.jpg
LA2923	lyr	--	99	http://tgrc.ucdavis.edu/images/TGC.covers2.gif
LA2923	lyr	--	169	http://tgrc.ucdavis.edu/images/lyr_a.GIF
LA2923	lyr	--	170	http://tgrc.ucdavis.edu/images/lyr_b.GIF
LA2924	lz-2	--	173	http://tgrc.ucdavis.edu/images/lz-2.GIF
LA2924	lz-2	--	1524	http://tgrc.ucdavis.edu/images/lz-2-LA2924-field.jpg
LA2926	yg-3	--	1057	http://tgrc.ucdavis.edu/images/yg-3,NIL-in-AC-LA2926-seedling comp.jpg
LA2926	yg-3	--	1058	http://tgrc.ucdavis.edu/images/yg-3,NIL-in-AC-LA2926-seedling.jpg
LA2927	yg-4	--	1059	http://tgrc.ucdavis.edu/images/yg-4,NIL-in-AC-LA2927-seedling.jpg
LA2928	yg-5	--	1060	http://tgrc.ucdavis.edu/images/yg-5,NIL-in-AC-LA2928-seedling.jpg
LA2928	yg-5	--	1061	http://tgrc.ucdavis.edu/images/yg-5-LA2928-field-comp.jpg
LA2928	yg-5	--	1062	http://tgrc.ucdavis.edu/images/yg-5-LA2928-flowers.jpg
LA2928	yg-5	--	1063	http://tgrc.ucdavis.edu/images/yg-5-LA2928-whole-plant.jpg
LA2929	au	6	91	http://tgrc.ucdavis.edu/images/au^6.GIF
LA2929	au	6	92	http://trgc.ucdavis.edu/images/au^yg-6.GIF
LA2929	au	6	795	http://tgrc.ucdavis.edu/images/au^6,NIL-in-AC-LA2929-seedling.jpg
LA2996A	Del	--	1504	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del,B,t^v,t,u-LA3771,LA3802,LA2996A,LA0316,LA0351,LA3250-fruit-comp.jpg
LA2996A	Del	--	1505	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del-LA3771,LA3802,LA2996A-fruit
LA2996A	Del	--	1509	http://tgrc.ucdavis.edu/images/Del-LA2996A-fruit.jpg
LA2996A	Del	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA2997	r	--	205	http://tgrc.ucdavis.edu/images/fruit.color1.gif
LA2998	at	--	88	http://tgrc.ucdavis.edu/images/at.gif
LA2999	gf	--	1513	http://tgrc.ucdavis.edu/images/gf-LA2999-fruit.jpg
LA2999	gf	--	1514	http://tgrc.ucdavis.edu/images/gf-LA2999-fruit2.jpg
LA3002	t	--	493	http://tgrc.ucdavis.edu/images/t^v-LA3002,-+,-t.jpg
LA3002	t	--	494	http://tgrc.ucdavis.edu/images/t^v-LA3002-.jpg
LA3002	t	--	495	http://tgrc.ucdavis.edu/images/t^v-LA3002-infl.jpg
LA3002	t	--	652	http://tgrc.ucdavis.edu/images/m82-la2838a, t^v -la3002, bco -la4067, ch -la3720, wa -la4263, wf -la3575-flwrs.jpg
LA3005	hp-2	dg	619	http://tgrc.ucdavis.edu/images/dg-la3005-fruit.jpg
LA3013	nor	--	29	http://tgrc.ucdavis.edu/images/fruit.ripening.gif
LA3033	j	--	419	http://tgrc.ucdavis.edu/images/j-LA3033,-+.jpg
LA3033	j	--	420	http://tgrc.ucdavis.edu/images/j-LA3033,-bud-compii.jpg
LA3033	j	--	421	http://tgrc.ucdavis.edu/images/j-LA3033-buds.jpg
LA3033	j	--	422	http://tgrc.ucdavis.edu/images/j-LA3033.jpg
LA3035	obv	--	251	http://tgrc.ucdavis.edu/images/u.gif
LA3035	u	--	251	http://tgrc.ucdavis.edu/images/u.gif
LA3118	Lv	--	366	http://tgrc.ucdavis.edu/images/chlorotic-mutants-leaflets.jpg
LA3133	sp	--	229	http://tgrc.ucdavis.edu/images/sp.field.gif
LA3133	sp	--	230	http://tgrc.ucdavis.edu/images/sp.shoots.gif
LA3134	alc	--	29	http://tgrc.ucdavis.edu/images/fruit.ripening.gif
LA3168	c	--	361	http://tgrc.ucdavis.edu/images/c-LA3168,-LA2838A.jpg
LA3168	c	--	362	http://tgrc.ucdavis.edu/images/c-LA3168.jpg
LA3168	c	--	605	http://tgrc.ucdavis.edu/images/c-la3168-.jpg
LA3168	c	--	688	http://tgrc.ucdavis.edu/images/sf,c,e,la-LA3674,LA3168,LA2922,LA0355-leaf mutations.jpg
LA3171	dpy	--	34	http://tgrc.ucdavis.edu/images/dwarfs.gif
LA3171	dpy	--	99	http://tgrc.ucdavis.edu/images/TGC.covers2.gif
LA3171	dpy	--	393	http://tgrc.ucdavis.edu/images/dpy-LA3171-lvs.jpg
LA3171	dpy	--	394	http://tgrc.ucdavis.edu/images/dpy-LA3171.jpg
LA3171	dpy	--	675	http://tgrc.ucdavis.edu/images/dpy,Cu,d^x,d,bu-LA3171,LA3740,LA3615,LA0313,LA2918-dwarf comparisons.jpg
LA3172	h	--	132	http://tgrc.ucdavis.edu/images/hair.mutants.gif
LA3172	h	--	624	http://tgrc.ucdavis.edu/images/h-la3172-lf-comp.jpg
LA3172	h	--	625	http://tgrc.ucdavis.edu/images/h-la3172-stem.jpg
LA3172	h	--	626	http://tgrc.ucdavis.edu/images/h-la3172-stem2.jpg
LA3172	h	--	627	http://tgrc.ucdavis.edu/images/h-la3172.jpg
LA3183	t	--	23	http://tgrc.ucdavis.edu/images/fruit.color2.gif
LA3183	t	--	1014	http://tgrc.ucdavis.edu/images/t-LA3183-fruit.jpg
LA3184	tp	--	99	http://tgrc.ucdavis.edu/images/TGC.covers2.gif
LA3187	wv	--	503	http://tgrc.ucdavis.edu/images/wv-LA3187-.jpg
LA3187	wv	--	504	http://tgrc.ucdavis.edu/images/wv-LA3187-lvs.jpg
LA3187	wv	--	505	http://tgrc.ucdavis.edu/images/wv-LA3187-vir.jpg
LA3188	Xa-2	--	506	http://tgrc.ucdavis.edu/images/Xa-2-LA3188-lf-compi.jpg
LA3188	Xa-2	--	507	http://tgrc.ucdavis.edu/images/Xa-2-LA3188-plt-comp.jpg
LA3188	Xa-2	--	508	http://tgrc.ucdavis.edu/images/Xa-2-LA3188i-.jpg
LA3188	Xa-2	--	510	http://tgrc.ucdavis.edu/images/Xa-series-leaflets.jpg
LA3188	Xa-2	--	690	http://tgrc.ucdavis.edu/images/XA-3.XA,XA-2-LA3430,LA3579,LA3188-leaflet comp.jpg
LA3189	y	--	205	http://tgrc.ucdavis.edu/images/fruit.color1.gif
LA3217	glg	--	737	http://tgrc.ucdavis.edu/images/3-602,LA3217,LA0512,3-035A,2-295,LA1795-leaves.jpg
LA3217	glg	--	985	http://tgrc.ucdavis.edu/images/Pts,glg-LA3217-leaves.jpg
LA3217	glg	--	986	http://tgrc.ucdavis.edu/images/Pts,glg-LA3217-seedling.jpg
LA3217	Pts	--	737	http://tgrc.ucdavis.edu/images/3-602,LA3217,LA0512,3-035A,2-295,LA1795-leaves.jpg
LA3217	Pts	--	985	http://tgrc.ucdavis.edu/images/Pts,glg-LA3217-leaves.jpg
LA3217	Pts	--	986	http://tgrc.ucdavis.edu/images/Pts,glg-LA3217-seedling.jpg
LA3250	t	--	1499	http://tgrc.ucdavis.edu/images/B,t^v,t,u-LA0316,LA0351,LA3250-fruit
LA3250	t	--	1504	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del,B,t^v,t,u-LA3771,LA3802,LA2996A,LA0316,LA0351,LA3250-fruit-comp.jpg
LA3250	t	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA3250	t	--	1532	http://tgrc.ucdavis.edu/images/t,u-LA3250-fruit.jpg
LA3250	u	--	1499	http://tgrc.ucdavis.edu/images/B,t^v,t,u-LA0316,LA0351,LA3250-fruit
LA3250	u	--	1504	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del,B,t^v,t,u-LA3771,LA3802,LA2996A,LA0316,LA0351,LA3250-fruit-comp.jpg
LA3250	u	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA3250	u	--	1532	http://tgrc.ucdavis.edu/images/t,u-LA3250-fruit.jpg
