AccessionNum	Gene	Allele	ImageNum	Hyperlink	Caption	Taxon	PhenotypicCategory	AbbrevForSolgenes	Description
LA0628	su	--	239	http://tgrc.ucdavis.edu/images/su.gif	Fruit of su (suffulta; LA0628). [photo H. Stubbe, Kulturpflanze 6: 109]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0628	su	--	239	http://tgrc.ucdavis.edu/images/su.gif	Fruit of su (suffulta; LA0628). [photo H. Stubbe, Kulturpflanze 6: 109]	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA0628	su	--	1012	http://tgrc.ucdavis.edu/images/su-LA0628-seedling-comp.jpg	Seedling of LA0628 su compared to wild type (LA0353) control [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0628	su	--	1012	http://tgrc.ucdavis.edu/images/su-LA0628-seedling-comp.jpg	Seedling of LA0628 su compared to wild type (LA0353) control [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0628	su	--	1012	http://tgrc.ucdavis.edu/images/su-LA0628-seedling-comp.jpg	Seedling of LA0628 su compared to wild type (LA0353) control [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA0633	vio	--	1032	http://tgrc.ucdavis.edu/images/vio-LA0633-seedling-comp.jpg	Seedling of LA0633 vio compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA0633	vio	--	1032	http://tgrc.ucdavis.edu/images/vio-LA0633-seedling-comp.jpg	Seedling of LA0633 vio compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0634	def	2	874	http://tgrc.ucdavis.edu/images/def^2-LA0634-leaves.jpg	Leaves of LA0634 def^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0634	def	2	875	http://tgrc.ucdavis.edu/images/def^2-LA0634-seedling-comp.jpg	Seedling of LA0634 def^2 compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0634	def	2	876	http://tgrc.ucdavis.edu/images/def^2-LA0634-seedling-2.jpg	Seedling of LA0634 def^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0634	def	2	877	http://tgrc.ucdavis.edu/images/def^2-LA0634-leaves2.jpg	Leaves of LA0634 def^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0634	def	2	878	http://tgrc.ucdavis.edu/images/def^2-LA0634-fruit.jpg	Fruit of LA0634 def^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0634	def	2	879	http://tgrc.ucdavis.edu/images/def^2-LA0634-whole-plant.jpg	Whole plant of LA0634 def^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0634	def	2	880	http://tgrc.ucdavis.edu/images/def^2-LA0634-seedling.jpg	Seedling of LA0634 def^2 compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0638	d	--	135	http://tgrc.ucdavis.edu/images/ht-d.gif	Whole plant of double mutant (LA0638) ht (hastate) and d (dwarf). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0638	d	--	135	http://tgrc.ucdavis.edu/images/ht-d.gif	Whole plant of double mutant (LA0638) ht (hastate) and d (dwarf). [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0638	d	--	135	http://tgrc.ucdavis.edu/images/ht-d.gif	Whole plant of double mutant (LA0638) ht (hastate) and d (dwarf). [photo C.M. Rick]	L. esculentum	T	Foliage dark	Foliage color: dark
LA0638	ht	--	135	http://tgrc.ucdavis.edu/images/ht-d.gif	Whole plant of double mutant (LA0638) ht (hastate) and d (dwarf). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0638	ht	--	135	http://tgrc.ucdavis.edu/images/ht-d.gif	Whole plant of double mutant (LA0638) ht (hastate) and d (dwarf). [photo C.M. Rick]	L. esculentum	L	Flower form and color	Flower form and color
LA0638	r	--	135	http://tgrc.ucdavis.edu/images/ht-d.gif	Whole plant of double mutant (LA0638) ht (hastate) and d (dwarf). [photo C.M. Rick]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0639	aw	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA0639	d	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0639	d	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0639	d	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	T	Foliage dark	Foliage color: dark
LA0639	Me	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0639	Me	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0640	c	--	57	http://tgrc.ucdavis.edu/images/yv,c.gif	Whole plant of double mutant (LA0640) containing yv (yellow virescent) and c (potato leaf). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0640	yv	--	57	http://tgrc.ucdavis.edu/images/yv,c.gif	Whole plant of double mutant (LA0640) containing yv (yellow virescent) and c (potato leaf). [photo C.M. Rick]	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA0643	l-2	--	933	http://tgrc.ucdavis.edu/images/l-2,u-LA0643-seedling.jpg	Seedling of LA0643 l-2,u [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0643	l-2	--	933	http://tgrc.ucdavis.edu/images/l-2,u-LA0643-seedling.jpg	Seedling of LA0643 l-2,u [photo: Carl M. Jones].	L. esculentum	Y	Nutrition/hormone	Nutritional or hormonal disorder
LA0643	l-2	--	934	http://tgrc.ucdavis.edu/images/l-2,u-LA0643-seedling-comp.jpg	Seedling of LA0643 l-2,u compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0643	l-2	--	934	http://tgrc.ucdavis.edu/images/l-2,u-LA0643-seedling-comp.jpg	Seedling of LA0643 l-2,u compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	Y	Nutrition/hormone	Nutritional or hormonal disorder
LA0643	u	--	933	http://tgrc.ucdavis.edu/images/l-2,u-LA0643-seedling.jpg	Seedling of LA0643 l-2,u [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0643	u	--	934	http://tgrc.ucdavis.edu/images/l-2,u-LA0643-seedling-comp.jpg	Seedling of LA0643 l-2,u compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0650	aw	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA0650	d	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0650	d	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0650	d	--	290	http://tgrc.ucdavis.edu/images/linkage.testers.gif	Seedlings of linkage testers for (from left to right) chromosomes 2, 2, 4, and 6 (LA0639, LA0650, LA0774, LA0773) [photo C.M. Rick]	L. esculentum	T	Foliage dark	Foliage color: dark
LA0651	c	--	453	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729-Leav.jpg	Leaf comparison of the alb (LA3729) and m-2 (LA6652). [photo C.M. Jones]	L. esculentum var. cerasiforme	J	Leaf form and size	Leaf form and size
LA0651	c	--	454	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729-LvB.jpg	Leaf comparison of the alb (LA3729) and wild type. [photo C.M. Jones]	L. esculentum var. cerasiforme	J	Leaf form and size	Leaf form and size
LA0651	c	--	455	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729.jpg	Whole plant comparison of LA6652 (m-2) and LA3729 (alb). [photo C.M. _Jones]	L. esculentum var. cerasiforme	J	Leaf form and size	Leaf form and size
LA0651	m-2	--	453	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729-Leav.jpg	Leaf comparison of the alb (LA3729) and m-2 (LA6652). [photo C.M. Jones]	L. esculentum var. cerasiforme	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0651	m-2	--	453	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729-Leav.jpg	Leaf comparison of the alb (LA3729) and m-2 (LA6652). [photo C.M. Jones]	L. esculentum var. cerasiforme	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA0651	m-2	--	454	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729-LvB.jpg	Leaf comparison of the alb (LA3729) and wild type. [photo C.M. Jones]	L. esculentum var. cerasiforme	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0651	m-2	--	454	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729-LvB.jpg	Leaf comparison of the alb (LA3729) and wild type. [photo C.M. Jones]	L. esculentum var. cerasiforme	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA0651	m-2	--	455	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729.jpg	Whole plant comparison of LA6652 (m-2) and LA3729 (alb). [photo C.M. _Jones]	L. esculentum var. cerasiforme	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0651	m-2	--	455	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729.jpg	Whole plant comparison of LA6652 (m-2) and LA3729 (alb). [photo C.M. _Jones]	L. esculentum var. cerasiforme	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA0659	wv	--	1052	http://tgrc.ucdavis.edu/images/wv-LA0659-leaves.jpg	Leaves of LA0659 wv [photo: Carl M. Jones].	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA0659	wv	--	1052	http://tgrc.ucdavis.edu/images/wv-LA0659-leaves.jpg	Leaves of LA0659 wv [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA0659	wv	--	1053	http://tgrc.ucdavis.edu/images/wv-LA0659-seedling2.jpg	Seedling of LA0659 wv [photo: Carl M. Jones].	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA0659	wv	--	1053	http://tgrc.ucdavis.edu/images/wv-LA0659-seedling2.jpg	Seedling of LA0659 wv [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA0659	wv	--	1054	http://tgrc.ucdavis.edu/images/wv-LA0659-seedling-comp.jpg	Seedling of LA0659 wv compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA0659	wv	--	1054	http://tgrc.ucdavis.edu/images/wv-LA0659-seedling-comp.jpg	Seedling of LA0659 wv compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA0660	cv	2	115	http://tgrc.ucdavis.edu/images/acu.GIF	Whole plant of normal (+) versus cv-2 (curvata-2; LA0660) [photo H. Stubbe, Kulturpflanze 7: 83]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0660	cv	2	115	http://tgrc.ucdavis.edu/images/acu.GIF	Whole plant of normal (+) versus cv-2 (curvata-2; LA0660) [photo H. Stubbe, Kulturpflanze 7: 83]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0660	cv	2	115	http://tgrc.ucdavis.edu/images/acu.GIF	Whole plant of normal (+) versus cv-2 (curvata-2; LA0660) [photo H. Stubbe, Kulturpflanze 7: 83]	L. esculentum	T	Foliage dark	Foliage color: dark
LA0664	com	--	843	http://tgrc.ucdavis.edu/images/com-LA0664-seedling-comp.jpg	Seedling of LA0664 com compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0664	com	--	843	http://tgrc.ucdavis.edu/images/com-LA0664-seedling-comp.jpg	Seedling of LA0664 com compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0664	com	--	844	http://tgrc.ucdavis.edu/images/com-LA0664-whole-plant.jpg	Whole plant of LA0664 com [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0664	com	--	844	http://tgrc.ucdavis.edu/images/com-LA0664-whole-plant.jpg	Whole plant of LA0664 com [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0666	cor	--	847	http://tgrc.ucdavis.edu/images/cor-LA0666-leaves.jpg	Leaves of LA0666 cor [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0666	cor	--	847	http://tgrc.ucdavis.edu/images/cor-LA0666-leaves.jpg	Leaves of LA0666 cor [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0666	cor	--	848	http://tgrc.ucdavis.edu/images/cor-LA0666-whole-plant.jpg	Whole plant of LA0666 cor [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0666	cor	--	848	http://tgrc.ucdavis.edu/images/cor-LA0666-whole-plant.jpg	Whole plant of LA0666 cor [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0668	cur	--	860	http://tgrc.ucdavis.edu/images/cur-LA0668-seedling-comp.jpg	Seedling of LA0668 cur compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA0668	cur	--	860	http://tgrc.ucdavis.edu/images/cur-LA0668-seedling-comp.jpg	Seedling of LA0668 cur compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0668	cur	--	860	http://tgrc.ucdavis.edu/images/cur-LA0668-seedling-comp.jpg	Seedling of LA0668 cur compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0669	dec	--	43	http://tgrc.ucdavis.edu/images/Dec.GIF	Whole plant of dec (decumbens; LA0669). [photo H. Stubbe, Kulturpflanza 7: 87]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0669	dec	--	43	http://tgrc.ucdavis.edu/images/Dec.GIF	Whole plant of dec (decumbens; LA0669). [photo H. Stubbe, Kulturpflanza 7: 87]	L. esculentum	R	Root modification	Root modification
LA0673	flc	--	10	http://tgrc.ucdavis.edu/images/flc.GIF	Whole plants of normal (+) and flacca (flc).  [photo H. Stubbe, Kulturpflanza 7: 88]	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA0673	flc	--	10	http://tgrc.ucdavis.edu/images/flc.GIF	Whole plants of normal (+) and flacca (flc).  [photo H. Stubbe, Kulturpflanza 7: 88]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0673	flc	--	10	http://tgrc.ucdavis.edu/images/flc.GIF	Whole plants of normal (+) and flacca (flc).  [photo H. Stubbe, Kulturpflanza 7: 88]	L. esculentum	W	Overwilting	Overwilting stomatal defect
LA0673	flc	--	10	http://tgrc.ucdavis.edu/images/flc.GIF	Whole plants of normal (+) and flacca (flc).  [photo H. Stubbe, Kulturpflanza 7: 88]	L. esculentum	Y	Nutrition/hormone	Nutritional or hormonal disorder
LA0676	glc	--	920	http://tgrc.ucdavis.edu/images/glc-LA0676-flowers.jpg	Flowers of LA0676 glc [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0676	glc	--	920	http://tgrc.ucdavis.edu/images/glc-LA0676-flowers.jpg	Flowers of LA0676 glc [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0676	glc	--	920	http://tgrc.ucdavis.edu/images/glc-LA0676-flowers.jpg	Flowers of LA0676 glc [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0676	glc	--	921	http://tgrc.ucdavis.edu/images/glc-LA0676-whole-plant.jpg	Whole plant of LA0676 glc [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0676	glc	--	921	http://tgrc.ucdavis.edu/images/glc-LA0676-whole-plant.jpg	Whole plant of LA0676 glc [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0676	glc	--	921	http://tgrc.ucdavis.edu/images/glc-LA0676-whole-plant.jpg	Whole plant of LA0676 glc [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0679	he	--	922	http://tgrc.ucdavis.edu/images/he-LA0679-seedling-comp.jpg	Seedling of LA0679 he compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0679	he	--	922	http://tgrc.ucdavis.edu/images/he-LA0679-seedling-comp.jpg	Seedling of LA0679 he compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0679	he	--	922	http://tgrc.ucdavis.edu/images/he-LA0679-seedling-comp.jpg	Seedling of LA0679 he compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0680	imp	dia	320	http://tgrc.ucdavis.edu/images/imp^dia.GIF	Plant of impedita (imp^dia, LA0680).  [photo H. Stubbe]	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA0680	imp	dia	320	http://tgrc.ucdavis.edu/images/imp^dia.GIF	Plant of impedita (imp^dia, LA0680).  [photo H. Stubbe]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0681	imp	eg	141	http://tgrc.ucdavis.edu/images/imp^eg.GIF	Whole plant of imp^eg (impeditaexigua ; LA0681) [photo H. Stubbe, Kulturpflanza 7: 91]	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA0681	imp	eg	141	http://tgrc.ucdavis.edu/images/imp^eg.GIF	Whole plant of imp^eg (impeditaexigua ; LA0681) [photo H. Stubbe, Kulturpflanza 7: 91]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0681	imp	eg	930	http://tgrc.ucdavis.edu/images/imp^eg-LA0681-seedling.jpg	Seedling of LA0681 imp^eg compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA0681	imp	eg	930	http://tgrc.ucdavis.edu/images/imp^eg-LA0681-seedling.jpg	Seedling of LA0681 imp^eg compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0681	imp	eg	931	http://tgrc.ucdavis.edu/images/imp^eg-LA0681-whole-plant.jpg	Whole plant of LA0681 imp^eg [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA0681	imp	eg	931	http://tgrc.ucdavis.edu/images/imp^eg-LA0681-whole-plant.jpg	Whole plant of LA0681 imp^eg [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0682	ic	--	927	http://tgrc.ucdavis.edu/images/ic-LA0682-seedling-comp.jpg	Seedling of LA0682 ic compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0682	ic	--	927	http://tgrc.ucdavis.edu/images/ic-LA0682-seedling-comp.jpg	Seedling of LA0682 ic compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
